315,1.20833,,0.667287,0.540808,0.273517
317,1.38333,,0.749392,0.655213,0.217407

321,1.25,,0.865831,0.751148,0.275587
323,1.575,,0.748379,0.670347,0.240745
325,1.50833,,0.648142,0.546357,0.250145
326,1.41667,,0.706346,0.588807,0.271731
327,1.26667,,0.55883,0.486155,0.183249

330,1.325,,1.03814,0.863381,0.381804
331,1.13333,,1.16743,1.12187,0.208158
332,1.21667,,0.839299,0.787197,0.210984
333,1.175,,0.989021,0.940185,0.205233
334,1.00833,,0.737079,0.661084,0.238186

340,46.2167,,1.33007,1.24825,0.265042
341,0.816667,,1.06849,0.938259,0.343275
342,1.24167,,1.04941,0.952986,0.302406
343,0.791667,,1.11664,1.02644,0.276795
344,1.13333,,0.902709,0.838609,0.204019

353,0.658333,,1.44835,1.35876,0.317407
354,0.825,,1.2895,1.21808,0.282822
356,0.933333,,1.37471,1.33238,0.21645
357,0.758333,,1.27739,1.21661,0.236149
358,0.875,,1.15101,1.10115,0.240992

401,2.08333,,0.92759,0.721083,0.458088
403,1.78333,,1.34862,1.22325,0.366587
406,1.29167,,0.918004,0.762304,0.426241
407,1.84167,,1.19377,1.03869,0.401437
408,2.375,,1.26013,1.09629,0.423859

410,2.10833,,1.1638,0.909627,0.561577
412,2.10833,,1.00905,0.822199,0.481291
413,1.59167,,0.939205,0.776859,0.426953
415,20.1333,,1.11517,0.904089,0.545271
416,1.675,,1.29933,1.1245,0.43802

423,1.93333,,1.07212,0.922837,0.395909
426,1.475,,1.39681,1.29808,0.318093
427,1.60833,,1.21263,1.09098,0.355685
428,1.19167,,1.27411,1.1802,0.324559

431,1.78333,,1.38705,1.15162,0.621626
432,1.64167,,1.07417,0.876815,0.462497
433,1.575,,1.2435,1.0004,0.596845
434,1.50833,,1.23727,1.0409,0.52312
435,1.55833,,0.933439,0.714547,0.481033

441,1.31667,,1.25377,1.12819,0.373565
442,1.15,,2.00558,1.92295,0.360468
444,1.4,,1.46713,1.35714,0.379602
449,1.10833,,1.96485,1.87736,0.352164

450,1.5,,1.24345,1.05043,0.479955
451,1.73333,,1.01547,0.831446,0.412804
452,1.74167,,1.43958,1.23662,0.519666
453,1.30833,,1.22764,0.952325,0.621699
455,1.61667,,1.2906,1.06805,0.528692

500,1.73333,,1.28404,1.10797,0.45214
502,1.79167,,1.24556,1.1045,0.419441
503,1.825,,1.18707,0.928789,0.540775
504,2.06667,,1.0592,0.78268,0.561561
507,1.73333,,0.965233,0.785655,0.402987

511,2.20833,,1.1301,0.929297,0.453744
512,1.85,,1.04011,0.859597,0.461849
513,1.85,,1.20952,0.968734,0.512547
516,1.75,,1.10193,0.965038,0.377649
517,1.84167,,1.13922,0.944325,0.466431

521,1.95,,1.00787,0.808819,0.45362
523,1.60833,,1.31895,1.1328,0.5185
527,1.44167,,1.14739,0.996443,0.402405
528,1.35833,,1.36381,1.07422,0.582075
529,1.425,,1.2136,1.09942,0.320469

530,1.83333,,1.47782,1.25444,0.495145
535,1.51667,,1.20815,1.05379,0.42401
536,1.49167,,1.27822,1.13274,0.419135
538,1.43333,,1.37243,1.06073,0.607953
539,1.31667,,1.21464,1.04321,0.426019

540,1.55,,1.39805,1.2646,0.384495
541,1.04167,,1.28579,1.12032,0.442962
543,1.85,,1.24554,1.0863,0.357253
544,1.575,,1.26384,1.13511,0.357419
546,1.4,,1.24107,1.10096,0.417516

550,1.55,,1.56832,1.25655,0.643845
551,1.21667,,1.26317,1.22359,0.181489
552,1.125,,1.2174,1.17853,0.193675
553,0.95,,1.77522,1.60695,0.542822
555,1.08333,,1.18447,1.13467,0.209428
556,1.04167,,1.01748,0.953726,0.258003

601,1.81667,,0.843483,0.591467,0.512047
602,1.83333,,0.568469,0.381658,0.341705
603,1.80833,,0.796529,0.446647,0.597817
605,1.68333,,0.809616,0.561691,0.48219

611,1.625,,1.0718,0.896355,0.37387
612,1.725,,0.928035,0.811266,0.318981
613,1.68333,,1.06451,0.902229,0.408569
614,1.65,,0.987265,0.824947,0.413211
616,1.08333,,1.04555,0.954493,0.31573

621,1.90833,,0.96601,0.773332,0.396502
624,2.13333,,1.06341,0.730226,0.597879
626,1.65,,0.744449,0.499941,0.391724
627,1.95,,0.834504,0.566763,0.468837
628,1.73333,,0.836233,0.687215,0.336484

630,44.9,,1.21679,1.04423,0.389744
631,1.6,,1.00943,0.796834,0.471395
632,1.16667,,1.15862,1.00298,0.402409
633,1.19167,,1.13911,1.03707,0.331922
635,1.36667,,1.00118,0.854536,0.362603

640,1.39167,,1.50481,1.3035,0.510304
641,1.76667,,1.31541,1.02198,0.640768
642,1.825,,1.39633,1.12416,0.593911
643,1.5,,1.15203,0.945579,0.500763
645,1.475,,1.00332,0.648369,0.555941

650,44,,1.35207,1.11931,0.479275
651,1.5,,1.43105,1.26375,0.447603
653,1.35,,1.1177,1.01964,0.324269
654,1.875,,1.05212,0.921401,0.342557

700,1.4,,1.33685,1.30987,0.164439
701,1.9,,0.975905,0.932454,0.162365
703,1.50833,,0.88853,0.840129,0.164775
704,1.38333,,1.33154,1.30519,0.155146
705,1.78333,,0.95517,0.890021,0.208943

710,47.65,,1.32901,1.2864,0.178944
711,1.5,,0.956422,0.877571,0.231575
712,1.23333,,1.15543,1.08839,0.224857
713,1.34167,,1.25375,1.21736,0.194153
715,1.175,,1.1599,1.12523,0.215697

722,1.33333,,1.02834,0.882214,0.373399
723,0.933333,,1.33034,1.25768,0.266451
724,1.15,,1.42943,1.24827,0.483822
725,1.31667,,1.08084,0.936941,0.362635
726,1.11667,,1.21485,1.07457,0.397571

732,1.01667,,1.1587,1.05838,0.361789
736,1.075,,1.07398,1.00327,0.254783
737,1.24167,,1.00308,0.912668,0.280973
738,1.04167,,1.17737,1.0606,0.356978
739,1.35,,1.42933,1.27005,0.426038

740,0.816667,,1.69102,1.67112,0.134258
746,0.75,,1.61157,1.50266,0.380979
747,0.658333,,1.15796,0.996816,0.418267
748,0.775,,1.08501,0.964934,0.359571
749,0.808333,,1.27881,1.12934,0.391689

750,0.733333,,1.90792,1.80192,0.443734
751,0.858333,,1.28277,1.17796,0.347799
752,0.925,,1.38048,1.28588,0.339624
753,0.883333,,1.26474,1.1022,0.439062
755,0.816667,,1.30976,1.14355,0.442596

800,1.41667,,0.832245,0.740907,0.289894
801,1.64167,,0.808719,0.743014,0.190319
802,1.34167,,0.897746,0.827446,0.237093
803,1.66667,,0.958147,0.874657,0.279392
807,1.66667,,0.856684,0.507525,0.527914

811,1.44167,,0.725118,0.536939,0.291117
813,1.30833,,0.948837,0.67989,0.490122
816,2.075,,0.839426,0.565153,0.473844
817,1.5,,0.92095,0.790957,0.362431

820,45.2167,,1.4476,1.3303,0.257304
821,1.58333,,0.934018,0.744364,0.29731
822,1.45,,1.02007,0.872865,0.348467
823,1.35833,,1.01995,0.957304,0.24225
824,1.475,,0.93949,0.707506,0.44408

830,1.40833,,0.981499,0.89362,0.271223
832,1.38333,,1.15169,0.976127,0.438908
833,1.46667,,0.9968,0.870223,0.362735
835,1.66667,,0.789672,0.688353,0.270277
836,1.225,,0.888748,0.711752,0.356559

840,1.38333,,1.13661,0.977417,0.394848
843,1.55,,1.09541,1.0407,0.176103
847,1.36667,,1.12178,0.995912,0.323615
848,1.49167,,1.10085,0.94973,0.412797
849,1.34167,,1.18973,1.14809,0.177873

850,1.45,,1.60477,1.48366,0.324709
851,1.34167,,1.22902,1.11493,0.339932
852,1.19167,,1.16399,1.00443,0.400136
855,1.78333,,0.984498,0.828399,0.35627
856,1.575,,1.16483,0.945662,0.474297

900,50.725,,1.63077,1.55,0.361401
902,1.30833,,1.18012,1.1003,0.31729
905,1.36667,,1.17888,1.10315,0.293632
906,1.26667,,1.02825,0.966532,0.285148
907,1.50833,,0.983301,0.916757,0.265627

912,1.36667,,0.980755,0.88234,0.32727
915,1.29167,,0.872476,0.740346,0.363772
917,1.775,,1.02218,0.882467,0.329156
918,1.38333,,1.01259,0.903332,0.357022
919,1.23333,,1.08221,1.00378,0.316353

921,1.23333,,1.39373,1.31465,0.336796
922,1.15,,1.06019,0.97106,0.265108
927,1.275,,1.14394,1.06202,0.25938
928,1.35,,1.1609,1.10154,0.245919
929,1.03333,,1.1818,1.09202,0.286007

930,1.06667,,1.30635,1.21842,0.33598
932,1.26667,,1.1937,1.10106,0.302419
937,1.15,,1.28951,1.20183,0.345817
938,1.34167,,1.1471,1.0391,0.329895
939,1.23333,,1.10162,0.972997,0.323439

940,1.11667,,1.59135,1.49768,0.320393
941,0.9,,1.53175,1.41567,0.371839
942,1.05833,,1.14865,1.01051,0.352671
943,1.00833,,1.0553,0.963484,0.306043
944,1.15833,,0.952006,0.829851,0.320392

950,47.8417,,1.7,1.55643,0.418999
953,0.916667,,1.4728,1.28007,0.445085
957,0.991667,,1.24305,1.11389,0.378726
958,1.10833,,1.09882,0.942741,0.377822
959,1.25,,1.11027,0.947982,0.39952

